ad,media
[E3101Q114] ROBOTICA E AUTOMAZIONE,3
[E2702Q097] CHIMICA FISICA III E LABORATORIO,3
[E2701Q048] CHIMICA DEI MATERIALI POLIMERICI,3
[E2004P037] VISUAL DESIGN,3
[E2001R058] LINGUA GIAPPONESE I,3
[E2001R057] LINGUA CINESE III,3
[E1901R088] PSICOLOGIA CLINICA DI COMUNITA',3
[E1901R086] METODI E TECNICHE DELLA FORMAZIONE MEDIALE,3
[E1301Q068] FISIOLOGIA DEI SISTEMI,3
[E1301Q064] MICROBIOLOGIA,3
[A5810152] SEMINARIO MACROAREA IUS/01-02-04-07-15,3
[A5810030] DIRITTO ECCLESIASTICO,3
[A5810134] FONDAMENTI ROMANISTICI DEL DIRITTO PRIVATO EUROPEO,2.888888888888889
[E0201Q073] GENETICA MOLECOLARE UMANA,2.875
[A5810133] DIRITTO PUBBLICO COMPARATO,2.875
[I0102D903] ANATOMIA E FISIOLOGIA DELLA RIPRODUZIONE UMANA,2.8333333333333335
[I0102D013] MEDICINA PERINATALE,2.8333333333333335
[F5701R004] SOCIOLOGIA DELL'INNOVAZIONE DI IMPRESA,2.8333333333333335
[F1601M070] ABILITA INFORMATICHE MAGISTRALE,2.8333333333333335
[F0901D039] BIOTECHNOLOGY APPLICATIONS IN THERAPY,2.8333333333333335
[E3401Q053] INTRODUZIONE ALLA GEOGRAFIA DEGLI OCEANI,2.8333333333333335
[E2702Q075] MATEMATICA II,2.8333333333333335
[E2004P005] PSICOLOGIA SOCIALE,2.8333333333333335
[E0201Q075] BIOTECNOLOGIE CELLULARI,2.8333333333333335
[F7601M054] MATEMATICA PER L'ECONOMIA DEI FENOMENI TURISTICI,2.8
[E1901R090] GEOGRAFIA CULTURALE,2.8
[I0302D007] PATOLOGIA,2.75
[I0201D109] TECNICHE NEURORIABILITATIVE,2.75
[I0102D016] LEGISLAZIONE E ORGANIZZAZIONE SANITARIA,2.75
[F8701N006] COOPERAZIONE E TUTELA DEI DIRITTI UMANI,2.75
[F5401Q026] MODELLISTICA MOLECOLARE,2.75
[F0901D043] ANALISI DEI DATI,2.75
[E3501Q054] ALGEBRA III,2.75
[E3101Q117] BUSINESS INTELLIGENCE PER I SERVIZI FINANZIARI,2.75
[E0201Q069] MICROBIOLOGIA INDUSTRIALE,2.75
[E2701Q044] CHIMICA DEI MATERIALI CERAMICI,2.7142857142857144
[A5810106] BIOETICA,2.7142857142857144
[I0303D006] TECNICHE DI DIAGNOSTICA PER IMMAGINI I,2.6666666666666665
[I0201D111] CLINICA DELL?APPARATO OSTEOARTICOLARE,2.6666666666666665
[I0102D007] SCIENZE UMANE,2.6666666666666665
[F8204B021] MATEMATICA PER L'ECONOMIA M,2.6666666666666665
[F8204B017] PROCESSI STOCASTICI M,2.6666666666666665
[F8203B030] INTRODUZIONE ALL'INFERENZA STATISTICA,2.6666666666666665
[F7601M060] DIRITTO DEL TURISMO PROGREDITO,2.6666666666666665
[F7601M012] STORIA ECONOMICA DEL TURISMO,2.6666666666666665
[F7502Q003] INTRODUCTION TO MARINE PHYSICAL GEOGRAPHY,2.6666666666666665
[F6302N002] CAPITALE SOCIALE E SISTEMI SOCIOECONOMICI LOCALI,2.6666666666666665
[F5602M007] DEVELOPMENT ECONOMICS,2.6666666666666665
[F5103P076] PEDAGOGIA GENERALE E ORGANIZZAZIONE SCOLASTICA,2.6666666666666665
[F4001Q094] METODI MATEMATICI PER L?ANALISI ECONOMICA ? CONTROLLO OTTIMO,2.6666666666666665
[F1801Q128] METODI DEL CALCOLO SCIENTIFICO,2.6666666666666665
[F1801Q120] INFORMATICA GRAFICA,2.6666666666666665
[E3401Q052] GEOLOGIA DEL QUATERNARIO,2.6666666666666665
[E2401P068] SOCIOLOGIA,2.6666666666666665
[E2001R056] LINGUA CINESE II,2.6666666666666665
[E2001R038] ISTITUZIONI DI CULTURA ARABA,2.6666666666666665
[E1901R083] PSICOLOGIA DELLA CULTURA,2.6666666666666665
[E2701Q046] STRUTTURA DELLA MATERIA II,2.625
[A5810037] STORIA DEL DIRITTO ROMANO,2.625
[E3301M152] DIRITTO DEL LAVORO,2.6
[E3301M146] ECONOMIA DELLE AZIENDE PUBBLICHE,2.6
[E2004P003] LINGUISTICA,2.6
[E1901R091] PSICOLOGIA CLINICA,2.6
[E1301Q059] ECOLOGIA APPLICATA,2.5833333333333335
[I0301D015] SANITA' PUBBLICA E MANAGEMENT SANITARIO,2.5
[I0201D103] METODOLOGIA DELLA RIABILITAZIONE,2.5
[I0102D011] SALUTE DI GENERE,2.5
[I0102D005] SCIENZE BIOMEDICHE 2,2.5
[I0101D117] SALUTE GLOBALE E EQUITA' IN SALUTE,2.5
[I0101D112] LA RESPONSABILITA' PROFESSIONALE DELL'INFERMIERE ATTRAVERSO L'ANALISI DI CASI ASSISTENZIALI,2.5
[H4601D024] ODONTOIATRIA RESTAURATIVA ED ORTODONZIA,2.5
[H4601D015] TECNOLOGIE PROTESICHE ED ECONOMIA AZIENDALE,2.5
[F9201P007] ERGONOMIA COGNITIVA,2.5
[F8204B008] ANALISI DI MERCATO M,2.5
[F8203B003] INFERENZA STATISTICA,2.5
[F7601M076] ALTRE CONOSCENZE TURISTICHE UTILI PER L'INSERIMENTO NEL MONDO DEL LAVORO,2.5
[F7601M063] ULTERIORI CONOSCENZE LINGUISTICHE PER IL TURISMO - INGLESE,2.5
[F7502Q005] PHYSICS OF THE SEA,2.5
[F7501Q003] GEOLOGIA AMBIENTALE,2.5
[F5103P065] PSICOLOGIA SOCIALE DEI CONTESTI EDUCATIVI,2.5
[F4001Q074] ANALISI ARMONICA,2.5
[F4001Q073] TEORIA DEI NUMERI E CRITTOGRAFIA,2.5
[F1601M053] STATISTICA PER LA FINANZA,2.5
[F0802Q038] GENETICA MOLECOLARE,2.5
[F0601Q047] EVOLUZIONE MOLECOLARE,2.5
[E4102B043] PIANO DEGLI ESPERIMENTI,2.5
[E3901N034] METODI E TECNICHE DEL SERVIZIO SOCIALE I,2.5
[E3501Q053] TEORIA DELLA MISURA,2.5
[E3301M160] FONDAMENTI DI FINANZA QUANTITATIVA,2.5
[E2401P102] FONDAMENTI DI ECONOMIA E STRATEGIA AZIENDALE,2.5
[E2401P065] STORIA DELLA SCIENZA,2.5
[E2004P027] COMUNICAZIONE D'IMPRESA,2.5
[E1401A086] ELEMENTI DI DIRITTO PROCESSUALE CIVILE,2.5
[F5401Q018] CHEMIOMETRIA,2.4285714285714284
[I0302D015] BIOLOGIA MOLECOLARE CLINICA,2.4
[F7601M057] LINGUA INGLESE PER SCIENZE TURISTICHE,2.4
[F0901D025] BIOTECNOLOGIE MICROBICHE,2.4
[E4102B063] STATISTICA I - COMPLEMENTI,2.4
[E3501Q066] LABORATORIO DI MATEMATICA E INFORMATICA,2.4
[A5810049] DIRITTO BANCARIO,2.4
[E2701Q013] CHIMICA FISICA,2.375
[I0303D007] PATOLOGIA,2.3333333333333335
[I0303D002] SCIENZE BIOMEDICHE,2.3333333333333335
[I0101D103] L?ASSISTENZA ALLA PERSONA AFFETTA DA MALATTIA DI ALZHEIMER,2.3333333333333335
[F9201P201] ELEMENTI DI INFORMATICA,2.3333333333333335
[F8701N036] GLOBALIZZAZIONE E SVILUPPO LOCALE,2.3333333333333335
[F8204B020] ECONOMICS FOR DATA SCIENCE M,2.3333333333333335
[F8204B019] MODELLI STATISTICI M,2.3333333333333335
[F8204B010] STATISTICA SPAZIALE M,2.3333333333333335
[F8204B009] MODELLI ECONOMICI M,2.3333333333333335
[F7502Q001] CHEMISTRY OF MARINE ENVIRONMENT,2.3333333333333335
[F7501Q085] ECOTOSSICOLOGIA,2.3333333333333335
[F7501Q046] ECOLOGIA DEL PAESAGGIO,2.3333333333333335
[F5701R024] LABORATORIO DI LINGUA STRANIERA,2.3333333333333335
[F5102P020] STRUMENTI DI INDAGINE PER LE ORGANIZZAZIONI ED I MERCATI,2.3333333333333335
[F0901D045] PHARMACOLOGY,2.3333333333333335
[F0802Q064] NEUROBIOCHIMICA,2.3333333333333335
[E4102B020] EPIDEMIOLOGIA,2.3333333333333335
[E4101B041] STATISTICA COMPUTAZIONALE,2.3333333333333335
[E3501Q057] ANALISI COMPLESSA,2.3333333333333335
[E3201Q066] FISICA GENERALE,2.3333333333333335
[E1401A019] DIRITTO DELLA SICUREZZA SOCIALE: PREVIDENZA E ASSISTENZA,2.3333333333333335
[A5810126] DIRITTO CIVILE (IL CONTRATTO),2.3333333333333335
[A5810093] ORDINAMENTO GIUDIZIARIO,2.3333333333333335
[K0101D014] INGLESE A LIVELLO B2,2.25
[I0102D012] RICERCA OSTETRICO-GINECOLOGICA E NEONATALE,2.25
[I0102D010] NORMALITA' DELLA NASCITA,2.25
[F8801N041] GOVERNANCE E SISTEMI LOCALI DI WELFARE,2.25
[F7401Q051] GEORISORSE MINERARIE E LAPIDEI,2.25
[F0802Q058] INGEGNERIA METABOLICA E BIOPROCESSI DI NUOVA GENERAZIONE,2.25
[F0601Q052] MICROBIOLOGIA MOLECOLARE,2.25
[E3301M190] ECONOMIA DEL MERCATO MOBILIARE,2.25
[E3002Q010] TECNICHE FISICHE PER L?OPTOMETRIA GENERALE,2.25
[E2401P064] FILOSOFIA DELLA SCIENZA,2.25
[A5810050] DIRITTO DEI MERCATI FINANZIARI,2.25
[F7401Q005] PROSPEZIONI GEOFISICHE,2.2
[F5602M008] FOUNDATIONS OF INTERNATIONAL ECONOMIC LAW,2.2
[F5401Q017] CHIMICA DI COORDINAZIONE E METALLORGANICA,2.2
[E2401P076] STORIA DELLA FILOSOFIA,2.2
[E1803M059] LINGUA- TEDESCO,2.2
[A5810063] DIRITTO PENITENZIARIO,2.2
[E3501Q024] ALGORITMI E PROGRAMMAZIONE,2.1666666666666665
[E3201Q079] GEOPEDOLOGIA,2.1666666666666665
[E3201Q072] PRINCIPI DI DIRITTO AMBIENTALE,2.1666666666666665
[E0201Q064] PROCESSI INDUSTRIALI E BIORAFFINERIE,2.1666666666666665
[A5810060] DIRITTO PENALE (PARTE SPECIALE),2.1666666666666665
[E4102B069] BASI DI DATI,2.142857142857143
[I0301D016] TIROCINIO 3,2
[I0301D004] PREVENZIONE SANITARIA,2
[I0202D113] NEUROPSICHIATRIA INFANTILE E SCIENZE PEDIATRICHE,2
[I0202D105] TIROCINIO 1,2
[I0202D103] SCIENZE PSICOMOTORIE E RIABILITATIVE 1,2
[I0201D119] RESPONSABILITA? PROFESSIONALI FORMATIVE E GESTIONALI ED ORGANIZZAZIONE SANITARIA,2
[I0201D105] FONDAMENTI FISIOPATOLOGICI,2
"[I0102D003] IGIENE, MEDICINA DEL LAVORO E STATISTICA MEDICA",2
[I0101D120] L?ASSISTENZA INFERMIERISTICA ALLE PERSONE PORTATRICI DI STOMIA,2
[I0101D116] LE MEDICAZIONI AVANZATE NEL TRATTAMENTO DELLE ULCERE CUTANEE CRONICHE,2
[I0101D107] LETTURA E INTERPRETAZIONE DELL?E.C.G.,2
[H4601D068] ANSIA E FOBIA DENTALE: MODELLI DI TRATTAMENTO,2
[H4601D059] INTERNATO IN REPARTO DI ORTODONZIA 2,2
[H4601D056] INTERNATO IN REPARTO DI PARODONTOLOGIA,2
[H4601D027] CLINICA ODONTOSTOMATOLOGICA,2
[H4601D020] CHIRURGIA ORALE,2
[H4601D005] SCIENZE UMANE GENERALI,2
[H4101D283] STRUMENTI PER LA GESTIONE DEI DISTURBI DEL SONNO TRA GLI STUDENTI UNIVERSITARI,2
[H4101D280] LA PROFESSIONE MEDICA: DIRITTI DOVERI E PROSPETTIVE PER IL GIOVANE MEDICO,2
[H4101D243] UN CERVELLO BIZZARRO: STORIA E NEUROLOGIA DEI TIC,2
[H4101D238] EDUCAZIONE NON FORMALE,2
[H4101D224] STORIA DEI FARMACI,2
[H4101D213] IL BAMBINO CON BISOGNI SPECIALI DI CURA: LA PEDIATRIA DELLA DISABILITA',2
[H4101D183] INTERNATO IN REPARTO DI NEUROCHIRURGIA,2
[H4101D173] INTERNATO IN REPARTO DI MEDICINA INTERNA,2
[H4101D143] MALATTIE INFIAMMATORIE INTESTINALI CRONICHE,2
[H4101D104] INTERNATO IN REPARTO DI CHIRURGIA DELL'APPARATO DIGERENTE,2
[H4101D102] INTERNATO IN REPARTO DI ANATOMIA PATOLOGICA H. DESIO,2
[H4101D098] INTERNATO IN REPARTO DI MEDICINA DELLO SPORT,2
[H4101D088] LA SALUTE DEI MIGRANTI,2
[H4101D083] INNOVAZIONI TECNOLOGICHE IN CHIRURGIA,2
[H4101D067] COSCIENZA E SOGNO,2
[H4101D066] ARTERIOSCLEROSI,2
[H4101D046] EVOLUZIONE STORICA DELLE NEUROSCIENZE,2
[H4101D028] CLINICA ORTOPEDICA E TRAUMATOLOGICA,2
[G8501R035] ATTIVITA' DI TIROCINIO DEL V ANNO,2
[G8501R033] ATTIVITA' DI TIROCINIO DEL III ANNO,2
[F9201P032] UBIQUITOUS E CONTEXT-AWARE COMPUTING,2
[F9201P027] GESTIONE DELLA CONOSCENZA,2
[F8801N045] GENERI E GENERAZIONI,2
[F8801N042] GEOGRAFIA POLITICA,2
[F8701N045] LE POLITICHE PER LA SALUTE GLOBALE,2
[F8701N040] RELAZIONI INTERCULTURALI,2
[F8501R057] PSICOLOGIA CLINICA II,2
[F8501R035] ETICA DELLA RELAZIONE: TEORIE E PRATICHE,2
[F8501R024] FILOSOFIA DELLA MENTE E TEORIA DEGLI AFFETTI,2
[F8501R016] TEORIE E PRATICHE DELLA COMUNICAZIONE EDUCATIVA,2
[F8501R003] TEORIE E PRATICHE DELLA NARRAZIONE,2
[F8204B018] DATA SCIENCE M,2
[F8204B014] DATA MINING M,2
[F8204B007] METODI PER LE INDAGINI CAMPIONARIE M,2
[F8204B006] MACHINE LEARNING M,2
[F8203B011] MODELLI STATISTICI E INFERENZA BAYESIANA,2
[F7702M059] PRICE MANAGEMENT,2
[F7701M023] DIRITTO PUBBLICO DELL'ECONOMIA PER LE SCIENZE ECON,2
[F7601M066] ULTERIORI CONOSCENZE LINGUISTICHE PER IL TURISMO - SPAGNOLO,2
[F7601M053] INFORMATICA E PROGRAMMAZIONE PER IL TURISMO,2
[F7502Q013] GEOBIOLOGY,2
[F7501Q078] IDROGEOLOGIA,2
[F7501Q077] FISICA DELL'ATMOSFERA,2
[F7501Q076] ECONOMIA DELL?AMBIENTE E DELL?ENERGIA,2
[F7501Q037] DIRITTO AMBIENTALE,2
[F7401Q095] PALEOCEANOGRAFIA E PALEOCLIMATOLOGIA,2
[F7401Q078] GEOENERGIA,2
[F7401Q077] LABORATORIO MODELLAZIONE IDROGEOLOGICA,2
[F6302N015] METODOLOGIE PER LA COSTRUZIONE DI SCENARI SOCIALI,2
[F6302N014] DIRITTO AMMINISTRATIVO EUROPEO,2
[F5801Q046] ASTROFISICA RELATIVISTICA,2
[F5602M005] FINANCIAL MARKETS,2
[F5401Q053] TERMODINAMICA DI NON EQUILIBRIO,2
[F5401Q028] SPETTROSCOPIA E SINTESI DI COMPOSTI INORGANICI,2
[F5101P140] PSICOLOGIA E PSICOPATOLOGIA DELLO SVILUPPO DEL LINGUAGGIO,2
[F5101P138] DALLA DIAGNOSI ALLA INDICAZIONE DEL TRATTAMENTO,2
[F5101P129] LABORATORIO: LA VALUTAZIONE DEL FUNZIONAMENTO RELAZIONALE,2
[F4901N076] MANAGEMENT PER LE IMPRESE TURISTICHE,2
[F4001Q084] MATEMATICA ELEMENTARE,2
[F1801Q139] INFORMATICA INDUSTRIALE,2
[F1801Q130] ARCHITETTURE DEL SOFTWARE E DEI DATI,2
[F1801Q126] LABORATORIO DI INTERACTION DESIGN,2
[F1801Q124] TECNOLOGIE ED APPLICAZIONI DEI SISTEMI DISTRIBUITI,2
[F1701Q130] LABORATORIO DI STATO SOLIDO ED ELETTRONICA II,2
[F1701Q127] MICROSCOPIA OTTICA,2
[F1701Q081] MECCANICA STATISTICA,2
[F1601M062] RISCHI ASSICURATIVI,2
[F0901D044] FISIOLOGIA INTEGRATA:DALLE CELLULE AI SISTEMI,2
[F0901D042] NANOMEDICINA,2
[F0901D041] MEDICINA MOLECOLARE,2
[F0802Q055] IMMUNOLOGIA APPLICATA,2
[F0802Q042] ESEMPI DI SVILUPPO E ANALISI DI BIOPROCESSI,2
[F0601Q059] BIOLOGIA COMPUTAZIONALE,2
[F0601Q056] FARMACOLOGIA DEI CHEMIOTERAPICI,2
[F0101R068] CULTURE E SOCIETA' DELLE AMERICHE,2
[F0101R026] CULTURE E SOCIETÀ DEL MEDIO ORIENTE,2
[E4102B026] DEMOGRAFIA SOCIALE (MOBILITÀ E MIGRAZIONI),2
[E4101B019] MATEMATICA FINANZIARIA,2
[E3901N018] ORGANIZZAZIONE DEI SERVIZI SOCIALI,2
[E3901N012] DIRITTO PRIVATO E DI FAMIGLIA,2
[E3401Q045] LABORATORIO SIT,2
[E3401Q033] SICUREZZA SUL TERRENO,2
[E3301M154] DIRITTO DEI MERCATI FINANZIARI,2
"[E3301M141] ECONOMIA, ETICA ED EVOLUZIONE DELLE IDEE",2
[E3301M140] DIRITTO DEI TRASPORTI,2
[E3201Q084] GESTIONE DI BASE DATI,2
[E3002Q029] INTERAZIONE LUCE MATERIA,2
[E3002Q027] CHIMICA,2
[E3001Q053] LABORATORIO DI ELETTRONICA,2
[E2701Q039] MATEMATICA III,2
[E2004P040] LA MISURAZIONE IN AMBITO PSICOSOCIALE,2
[E2004P017] SOCIOLOGIA,2
[E1801M053] LINGUA - TEDESCO,2
[E1401A033] ELEMENTI DI GIUSTIZIA AMMINISTRATIVA,2
[E1301Q070] BIOLOGIA CELLULARE,2
[E0201Q068] GENETICA,2
[E0201Q047] ISTITUZIONI DI BIOLOGIA,2
[A5810170] TRANSITIONAL JUSTICE AND STATE BUILDING,2
[A5810137] TUTELA INTERNAZIONALE DEI DIRITTI UMANI,2
[A5810072] POLITICA ECONOMICA,2
[E0201Q057] ANALISI DI FUNZIONI GENICHE,1.875
[F5401Q019] CHIMICA ORGANICA SUPERIORE,1.8571428571428572
[F7701M097] GLOBAL MANAGEMENT,1.8333333333333333
[F5701R020] STORIA DELLE ISTITUZIONI POL. SOCIALI I,1.8333333333333333
[F5602M001] MATHEMATICAL METHODS AND PROGRAMMIG,1.8333333333333333
[F0802Q043] ANALISI DI BIOMOLECOLE,1.8333333333333333
[E3301M155] CONTABILITA' DEGLI ENTI PUBBLICI,1.8333333333333333
[F7501Q087] MICROBIOLOGIA AMBIENTALE,1.8
[F5301Q008] ANALISI FUNZIONALE,1.8
[F5103P012] PEDAGOGIA INTERCULTURALE E DELLA COOPERAZIONE,1.8
[E3301M149] DIRITTO PUBBLICO DELL'ECONOMIA I,1.8
[E1901R085] CINEMA E ARTI VISIVE,1.8
[F8501R015] ORGANIZZAZIONE E COORD DEI SERVIZI EDUCATIVI,1.75
[F7501Q036] CHIMICA AMBIENTALE,1.75
[F7401Q056] STATISTICA,1.75
[F1801Q106] INTELLIGENZA ARTIFICIALE,1.75
[F1801Q105] DATA AND TEXT MINING,1.75
[F0802Q060] INGEGNERIA DI PROCESSO,1.75
[F0101R010] SISTEMI DI PENSIERO E STORIA DELLA MENTALITÀ,1.75
[E3901N022] TIROCINIO,1.75
[E2701Q038] CHIMICA MACROMOLECOLARE CON LABORATORIO,1.75
[E2001R028] ANTROPOLOGIA DEI MEDIA,1.75
[E1401A025] DIRITTO DEI MERCATI FINANZIARI,1.75
[E1401A011] DIRITTO DEL LAVORO C.P.,1.75
[E1301Q060] SISTEMATICA VEGETALE,1.75
[A5810107] DIRITTO PENALE DELL'AMBIENTE,1.75
[E3501Q008] ANALISI MATEMATICA II,1.7142857142857142
[E1401A028] DIRITTO FALLIMENTARE,1.7142857142857142
[A5810057] DIRITTO INDUSTRIALE,1.7142857142857142
[I0102D905] EMERGENZE OSTETRICO-GINECOLOGICHE E NEONATALI,1.6666666666666667
[H4101D205] TIROCINIO PROFESSIONALIZZANTE AREA CHIRURGICA 2,1.6666666666666667
[F8501R026] FILOSOFIA DELLA RELAZIONE E DEL DIALOGO,1.6666666666666667
[F8501R022] ORGANIZZAZIONE E GESTIONE DELLE RISORSE UMANE,1.6666666666666667
[F8203B008] STATISTICAL MODELS IN EPIDEMIOLOGY,1.6666666666666667
[F8203B001] METODOLOGIA DELLA RICERCA CLINICA ED EPIDEMIOLOGICA (E-LEARNING),1.6666666666666667
[F7502Q004] BIODIVERSITY AND MARINE ECOLOGY,1.6666666666666667
[F7401Q055] GEOTECNICA APPLICATA,1.6666666666666667
[F5401Q024] METODOLOGIE MODERNE DI SINTESI ORGANICA E ORGANOMETALLICA,1.6666666666666667
[F5103P073] PSICOLOGIA DELLO SVILUPPO DEL LINGUAGGIO ORALE E SCRITTO,1.6666666666666667
[F5102P094] PSICOLOGIA SOCIALE DELLA RELIGIONE,1.6666666666666667
[F4901N015] RELAZIONI INTERCULTURALI,1.6666666666666667
[F4901N003] COMUNICAZIONE PER IL TURISMO,1.6666666666666667
[F0802Q040] STRUTTURE E INTERAZIONI MOLECOLARI,1.6666666666666667
[F0601Q061] PATOLOGIE DEL METABOLISMO,1.6666666666666667
[F0101R003] ANTROPOLOGIA POLITICA,1.6666666666666667
[E3201Q082] FISIOLOGIA VEGETALE,1.6666666666666667
[E3201Q075] MICROBIOLOGIA E BIOCHIMICA,1.6666666666666667
[E3101Q116] ELEMENTI DI BIOINFORMATICA,1.6666666666666667
[E3001Q063] ESPERIMENTAZIONI DI BIOFISICA,1.6666666666666667
[E2401P016] PENSIERO E COMUNICAZIONE,1.6666666666666667
[E1901R089] ESTETICA,1.6666666666666667
[E1301Q061] ECOFISIOLOGIA VEGETALE,1.6666666666666667
[A5810109] DIRITTO PENALE DELL'INFORMATICA,1.6666666666666667
[A5810080] DIRITTO COMPARATO DELLE OBBLIGAZIONI E DEI CONTRATTI,1.6666666666666667
[A5810054] DIRITTO DELLE SUCCESSIONI,1.6666666666666667
[F7501Q020] TOSSICOLOGIA AMBIENTALE,1.625
"[K0101D015] INFORMATICA, LIVELLO AVANZATO",1.6
[F7501Q086] INQUINAMENTO E BONIFICA DELLE ACQUE SOTTERRANEE,1.6
[F0101R008] ANTROPOLOGIA DEI PROCESSI MIGRATORI,1.6
[E3002Q001] ISTITUZIONI DI MATEMATICA I,1.6
[E3001Q052] ELEMENTI DI ELETTRONICA,1.6
[E1401A026] DIRITTO BANCARIO,1.6
[K0101D012] TIROCINIO,1.5
[K0101D011] DINAMICHE DEI PROCESSI LAVORATIVI,1.5
[I0303D012] TECNICHE DI DIAGNOSTICA PER IMMAGINI III,1.5
[I0303D008] TECNICHE DI DIAGNOSTICA PER IMMAGINI II,1.5
[I0201D107] TIROCINIO I,1.5
[I0102D904] PATOLOGIA DELLA NASCITA,1.5
[I0101D110] LA CURA DELLA RELAZIONE NELL?INFERMIERE,1.5
[H4101D005] INGLESE DI BASE A LIVELLO B2,1.5
[F8801N003] DIRITTI E CITTADINANZA EUROPEA,1.5
[F8701N044] LA PROGRAMMAZIONE SOCIALE,1.5
[F8204B022] GESTIONE DEL RISCHIO M,1.5
[F8203B031] ELEMENTI DI MEDICINA PER LA RICERCA CLINICA,1.5
[F8203B027] MODELLI STATISTICI APPLICATI ALLE SPERIMENTAZIONI CLINCHE I,1.5
[F7701M096] GOVERNANCE & COMPLIANCE,1.5
[F7701M071] ULTERIORI CONOSCENZE LINGUISTICHE PER LE SCIENZE ECONOMICO AZIENDALI I - FRANCESE,1.5
"[F7501Q081] QUALITÀ, DEGRADAZIONE E CONSERVAZIONE DEI SUOLI",1.5
[F5301Q028] ELETTRONICA E FOTONICA MOLECOLARE,1.5
[F4001Q099] GEOMETRIA SIMPLETTICA,1.5
[F1701Q129] LABORATORIO DI STATO SOLIDO ED ELETTRONICA I,1.5
[F1701Q106] RADIOATTIVITA',1.5
[F1601M064] ADVANCED DERIVATIVES,1.5
[F0601Q049] BIOLOGIA MOLECOLARE DEGLI EUCARIOTI,1.5
[E4102B076] DATA SCIENCE E MODELLI STATISTICI PER IL TRATTAMENTO DEI DATI NON STRUTTURATI,1.5
[E3501Q014] CALCOLO DELLE PROBABILITA',1.5
[E3201Q090] GEOGRAFIA FISICA E SISTEMI INFORMATIVI TERRITORIALI,1.5
[E3002Q037] LABORATORIO OTTICA DELLA CONTATTOLOGIA,1.5
[E2702Q106] ECONOMIA E GESTIONE DELLE IMPRESE CHIMICHE,1.5
[E2702Q073] CHIMICA INORGANICA II E LABORATORIO,1.5
[E2001R030] METODOLOGIA DELLA RICERCA PEDAGOGICA,1.5
[E1401A088] ADR- STRUMENTI DI COMPOSIZIONE DELLE LITI NEL DIRITTO CIVILE,1.5
[E1401A030] DIRITTO COMUNITARIO DELLA CONCORRENZA E DEL MERCATO INTERNO,1.5
[E1401A020] DIRITTO TRIBUTARIO,1.5
[A5810215] PLURALISMO RELIGIOSO E INTEGRAZIONE EUROPEA,1.5
[A5810116] COMPARATIVE CIVIL PROCEDURE,1.5
[A5810077] DIRITTO DELLE ASSICURAZIONI,1.5
[A5810053] DIRITTO DELL'ESECUZIONE CIVILE,1.5
[A5810058] DIRITTO INTERNAZIONALE DEI CONFLITTI ARMATI,1.4444444444444444
[E1401A082] POLITICA ECONOMICA,1.4285714285714286
[F9201P033] INTELLIGENZA ARTIFICIALE,1.4
[F8204B012] INTRODUZIONE ALLE SERIE STORICHE M,1.4
[F7502Q006] INTERNATIONAL LAW OF THE SEA AND MARINE ENVIRONMENT PROTECTION,1.4
[F7401Q002] GEODINAMICA E GEOLOGIA STRUTTURALE,1.4
[A5810131] DIRITTO PARLAMENTARE,1.4
[A5810089] PROCEDURA PENALE SOVRANAZIONALE,1.4
[E3002Q031] FISICA III CON LABORATORIO,1.375
[H4601D017] IGIENE E MEDICINA PREVENTIVA,1.3333333333333333
[G8501R031] LABORATORIO DI LINGUA INGLESE V,1.3333333333333333
[F9201P026] SISTEMI INFORMATIVI,1.3333333333333333
"[F8701N002] PLURALISMO GIURIDICO, PLURALISMO CULTURALE",1.3333333333333333
[F7701M095] SISTEMI DI CONTROLLO NELLE AZIENDE PRIVATE E PUBBLICHE,1.3333333333333333
[F7502Q011] MARINE INVERTEBRATE ZOOLOGY,1.3333333333333333
[F7401Q076] STABILITA' DEI VERSANTI,1.3333333333333333
[F5401Q048] CHIMICA AMBIENTALE,1.3333333333333333
[F5301Q030] CHIMICA DEI MATERIALI INORGANICI,1.3333333333333333
[F4001Q090] COMBINATORICA ALGEBRICA,1.3333333333333333
[F4001Q083] ARGOMENTI DI GEOMETRIA E TOPOLOGIA,1.3333333333333333
[F4001Q079] GEOMETRIA E FISICA,1.3333333333333333
[F4001Q055] ANALISI SUPERIORE,1.3333333333333333
[F1801Q127] MODELLI PROBABILISTICI PER LE DECISIONI,1.3333333333333333
[F1801Q116] EVOLUZIONE DEI SISTEMI SOFTWARE E REVERSE ENGINEERING,1.3333333333333333
[F1801Q107] SISTEMI COMPLESSI: MODELLI E SIMULAZIONE,1.3333333333333333
[F1601M066] CULTURA STORICA GIURIDICA E LINGUISTICA INGLESE,1.3333333333333333
[F0802Q063] BIOCHIMICA DEI TUMORI,1.3333333333333333
[F0601Q062] NEUROSCIENZE,1.3333333333333333
[F0601Q054] FISIOLOGIA CELLULARE,1.3333333333333333
[F0101R013] ANTROPOLOGIA MEDICA,1.3333333333333333
[F0101R009] PEDAGOGIA E CULTURE DELL'EDUCAZIONE,1.3333333333333333
[E2702Q056] OPERAZIONI UNITARIE E FONDAMENTALI,1.3333333333333333
[E2401P039] LABORATORIO: METODI E TECNICHE DI VALUTAZIONE NEUROPSICOLOGICA,1.3333333333333333
[A5810129] DIRITTO DELLA NAVIGAZIONE,1.3333333333333333
[A5810066] DIRITTO SINDACALE,1.3333333333333333
