ad,media
[E4101B020] FINANZA AZIENDALE,7.142857142857143
[E1401A017] DIRITTO INTERNAZIONALE,7.142857142857143
[I0303D003] ORGANI E FUNZIONI,7
[I0301D031] ELEMENTI D'IGIENE DELLA NUTRIZIONE E DELLE COMUNITA' E DI MALATTIE ODONTOSTOMATOLOGICHE,7
[I0102D119] INTERNATI DI ACCOMPAGNAMENTO ALLA NASCITA,7
[F9201P011] LABORATORIO DI COMUNICAZIONE VISIVA,7
[F1801Q129] SISTEMI E SERVIZI DI TELECOMUNICAZIONE,7
[E4102B006] CALCOLO DELLE PROBABILITÀ,7
[E4001N054] AMBIENTE E RETI TERRITORIALI,7
[E3901N006] ANTROPOLOGIA CULTURALE,7
[E3001Q067] ELEMENTI DI FISICA MEDICA E AMBIENTALE,7
[E3001Q010] MATEMATICA PER LA FISICA,7
[E2001R053] LINGUA ARABA III,7
[E1501N080] MARKETING,7
[A5810132] DIRITTO PRIVATO COMPARATO,7
[A5810046] CRIMINOLOGIA,7
[E1801M005] ECONOMIA POLITICA,6.909090909090909
[G8501R011] LETTERATURA ITALIANA CON LABORATORIO,6.875
[E1901R082] PSICOLOGIA DELLA DISABILITA' E DELL'INTEGRAZIONE,6.857142857142857
[E3201Q074] CHIMICA ORGANICA,6.833333333333333
[F5103P005] PSICOLOGIA DELLO SVILUPPO SOCIO-AFFETTIVO,6.8
[F5101P126] PSICOBIOLOGIA DEL CICLO DI VITA,6.8
[E1803M075] ECONOMIA DELLE ISTITUZIONI FINANZIARIE,6.8
[F7601M050] DIRITTO DELL'AMBIENTE E DEI BENI CULTURALI,6.75
[E3001Q048] FISICA NUCLEARE E SUBNUCLEARE,6.75
[E1801M042] CORPORATE GLOBAL COMMUNICATIONS,6.666666666666667
[E1901R078] POLITICHE SOCIALI,6.615384615384615
[F5103P003] PSICOLOGIA DELLO SVILUPPO COGNITIVO,6.6
[F5102P001] PSICOLOGIA SOCIALE : CORSO AVANZATO,6.6
[E2401P029] TECNICHE DEL COLLOQUIO,6.6
[A5810128] DIRITTO DEL LAVORO,6.538461538461538
[F1601M051] QUANTITATIVE FINANCE,6.5
[F0601Q070] OMEOSTASI CELLULARE NEI TESSUTI SOMATICI E CELLULE STAMINALI,6.5
[E3401Q017] GEOCHIMICA,6.5
[E2401P011] PSICOLOGIA SOCIALE,6.5
[E1802M122] ORGANIZZAZIONE E CONTROLLO AZIENDALE,6.5
[E3201Q107] PRINCIPI DI SCIENZE DELLA TERRA,6.428571428571429
[E2701Q001] MATEMATICA I,6.428571428571429
[E3901N030] SOCIOLOGIA DELLA DEVIANZA,6.4
[E3401Q040] GEOGRAFIA FISICA,6.4
[E2401P019] PSICOBIOLOGIA DEI DISTURBI COMPORTAMENTALI,6.4
[E1301Q071] MATEMATICA E STATISTICA,6.4
[A5810125] DIRITTO CIVILE (ILLECITO),6.4
[F9201P203] WEB MARKETING,6.333333333333333
[F5701R006] ORGANIZZAZIONE E GESTIONE DELLE RISORSE UMANE,6.333333333333333
[F5103P066] NEUROPSICOLOGIA DELLO SVILUPPO,6.333333333333333
[F1801Q123] SICUREZZA INFORMATICA,6.333333333333333
[E2001R040] ISTITUZIONI DI CULTURA GIAPPONESE,6.333333333333333
[E1901R034] PEDAGOGIA SOCIALE,6.333333333333333
[E4101B040] BASI DI DATI,6.285714285714286
[E3201Q076] ECOLOGIA,6.285714285714286
[E2004P025] PSICOLOGIA ECONOMICA E DEL LAVORO,6.285714285714286
[E3201Q073] FISICA APPLICATA,6.2
[E2702Q085] CHIMICA ORGANICA I,6.2
[E2401P022] PSICOLOGIA DEL CICLO DI VITA,6.2
[F7701M052] DIRITTO FALLIMENTARE,6.166666666666667
[K0101D006] SCIENZE PSICOPEDAGOGICHE,6
[K0101D005] ANALISI DEONTOLOGICA E NORMATIVA,6
[K0101D002] METODOLOGIA DI ANALISI SOCIO-SANITARIA,6
[H4601D014] FARMACOLOGIA ED ANESTESIOLOGIA,6
"[H4101D294] CERVELLO E MUSICA, LA NEUROMUSICOLOGIA",6
[H4101D031] MEDICINA LEGALE,6
[F9201P006] PSICOFISICA E PERCEZIONE,6
[F9201P004] COMUNICAZIONE VISIVA E DESIGN DELLE INTERFACCE,6
[F5801Q023] LABORATORIO DI ASTROFISICA,6
[F5401Q054] CHIMICA DELLE FORMULAZIONI,6
[F5101P121] NEUROPSICOLOGIA DELLO SVILUPPO,6
[E3101Q126] TRATTAMENTO E CODIFICA DI DATI MULTIMEDIALI,6
[E3001Q044] LABORATORIO II,6
[E2401P028] PSICOLOGIA DEL COMPORTAMENTO ECONOMICO E DEI CONSUMI,6
[E2001R039] ISTITUZIONI DI CULTURA CNESE,6
[E1801M045] ECONOMIA E DIRITTO DEGLI SCAMBI E DEI MERCATI GLOBALI,6
[E1601N056] SVILUPPO E ORGANIZZAZIONI,6
[E1401A070] SEMINARIO IUS/05-/06-/08-/10-/11-/13-/14-/21,6
[E1401A014] STATISTICA ECONOMICA,6
[A5810032] SOCIOLOGIA DEL DIRITTO,6
[A5810031] INFORMATICA GIURIDICA,6
[G8501R030] PSICOPATOLOGIA DELLO SVILUPPO,5.857142857142857
[E4102B009] ANALISI MATEMATICA II,5.857142857142857
[G8501R027] STORIA E DIDATTICA DELLA STORIA 2,5.833333333333333
[E1803M033] ECONOMIA DELLE IMPRESE DI ASSICURAZIONE,5.833333333333333
[E3101Q128] RICERCA OPERATIVA E PIANIFICAZIONE DELLE RISORSE,5.8
[E1901R096] TIROCINIO - INSERIMENTO NELLE ORGANIZZAZIONI,5.8
[E1802M133] MICROECONOMIA E STORIA ECONOMICA,5.8
[F7702M056] ADVANCED COMPETITIVE MANAGEMENT,5.75
[F7701M076] COMMUNICATION MANAGEMENT,5.75
[E0201Q060] FERMENTAZIONI E BIOPROCESSI MICROBICI,5.75
[A5810039] STORIA DEL DIRITTO DI FAMIGLIA,5.7
[I0302D009] MICROBIOLOGIA CLINICA,5.666666666666667
[F7701M070] ULTERIORI CONOSCENZE LINGUISTICHE PER LE SCIENZE ECONOMICO AZIENDALI I - INGLESE,5.666666666666667
[E4001N069] SOCIOLOGIA DELLA POLITICA,5.666666666666667
[E2701Q035] CHIMICA ORGANICA,5.666666666666667
[E1501N083] TURISMO URBANO,5.666666666666667
[E0201Q004] CHIMICA GENERALE ED INORGANICA,5.625
[E1801M043] MARKETING,5.6
[I0302D019] SANITA' PUBBLICA E MANAGEMENT SANITARIO,5.5
[F8204B003] STATISTICA ECONOMICA M,5.5
[F7401Q065] VALUTAZIONE DEI RISCHI GEOLOGICI,5.5
[F5104P011] METODI NEURO-FUNZIONALI IN NEUROPSICOLOGIA E PSICOLOGIA CLINICA,5.5
[F0802Q050] NANOBIOTECNOLOGIE,5.5
[F0802Q039] BIOLOGIA MOLECOLARE APPLICATA,5.5
[E4102B066] DEMOGRAFIA,5.5
[E4101B007] MICROECONOMIA,5.5
[E2702Q045] ELEMENTI DI BIOCHIMICA,5.5
[E1802M131] LINGUA - FRANCESE,5.5
[E1802M121] DIRITTO TRIBUTARIO,5.5
[F7702M058] GLOBAL CORPORATE FINANCE,5.4
[E1501N082] ARCHEOLOGIA,5.4
[E0201Q072] FISICA,5.4
[E0201Q052] LABORATORI DI TECNOLOGIE ABILITANTI,5.4
[I0202D005] SCIENZE STATISTICHE E SOCIOPSICOPEDAGOGICHE,5.333333333333333
[H4101D029] CLINICA DERMATOLOGICA,5.333333333333333
[G8501R034] ATTIVITA' DI TIROCINIO DEL IV ANNO,5.333333333333333
[F7601M007] METODI STATISTICI PER IL TURISMO II,5.333333333333333
[F5102P012] COMUNICAZIONE NELLE ORGANIZZAZIONE E COMUNICAZIONE SOCIALE,5.333333333333333
[F1801Q110] INFORMATION RETRIEVAL,5.333333333333333
[E3301M181] LINGUA- FRANCESE,5.333333333333333
[F0901D034] LA GENETICA NELLA PRATICA CLINICA,5.25
[E3201Q016] LABORATORIO DI INTEGRAZIONE II,5.25
[E3201Q008] LABORATORIO DI INTEGRAZIONE I,5.25
[E3201Q106] CHIMICA ANALITICA,5.222222222222222
[F0601Q067] EMBRIOLOGIA,5.2
[E3002Q034] OPTOMETRIA AVANZATA CON LABORATORIO,5.2
[E1401A007] DIRITTO COMMERCIALE,5.2
[F7702M046] DIRITTO DELLE COMUNICAZIONI,5.166666666666667
[F5701R023] PSICOLOGIA DELLE ORGANIZZAZIONI E DELLA COMUNICAZIONE,5.166666666666667
[E1803M052] DIRITTO COMMERCIALE E LEGISLAZIONE BANCARIA,5.166666666666667
[F0802Q051] PROPRIETA' INTELLETTUALE,5.125
[E3201Q040] MATEMATICA II,5.125
[E0201Q046] INFORMATICA,5.125
[I0102D120] INTERNATO PER IL MASSAGGIO INFANTILE,5
[H4101D232] INTERNATO IN REPARTO DI ANESTESIA RIANIMAZIONE E TERAPIA INTENSIVA 1 HSG,5
[H4101D203] TIROCINIO PROFESSIONALIZZANTE AREA MEDICA 1,5
[H4101D184] INTERNATO IN REPARTO DI ORTOPEDIA E TRAUMATOLOGIA,5
[H4101D101] INTERNATO IN REPARTO DI CHIRURGIA VASCOLARE,5
[F8501R055] CONSULENZA CLINICA NELLA FORMAZIONE: TEORIE E PRATICHE CON LABORATORIO,5
[F7701M101] ANALISI STRATEGICA E VALUTAZIONE FINANZIARIA D'AZIENDA,5
[F7701M054] DIRITTO PENALE TRIBUTARIO,5
[F7601M005] MARKETING E COMUNICAZIONE DEL TURISMO,5
[F0601Q073] CITOGENETICA,5
[E4101B038] STATISTICA II,5
[E3501Q062] STATISTICA MATEMATICA,5
"[E3301M142] IMPRESE,MERCATI E POLITICHE DELLA CONCORRENZA",5
[E3002Q008] FISIOLOGIA GENERALE ED OCULARE,5
[E3002Q002] ISTITUZIONI DI MATEMATICA II,5
[E1803M054] ECONOMIA DEL SETTORE FINANZIARIO,5
[E1501N072] TURISMO E COMUNITA' LOCALE,5
[E1401A008] DIRITTO PENALE,5
[E0201Q008] BIOLOGIA MOLECOLARE I,5
[E1301Q067] IMMUNOLOGIA E PATOLOGIA,4.888888888888889
[E1401A009] DIRITTO DEL LAVORO,4.833333333333333
[H4601D001] SCIENZE PROPEDEUTICHE,4.8
[F5701R005] ORGANIZZAZIONE AZIENDALE AVANZATO,4.8
[E3901N004] PSICOLOGIA SOCIALE II,4.8
[E3001Q054] ELEMENTI DI ASTROFISICA,4.777777777777778
[I0302D008] SCIENZE DI LABORATORIO,4.75
[H4101D030] OSTETRICIA E GINECOLOGIA,4.75
[E4102B081] STATISTICA II,4.714285714285714
"[H4601D002] ANATOMIA, ISTOLOGIA ED EMBRIOLOGIA GENERALI E DELL'APPARATO STOMATOGNATICO",4.666666666666667
[F4901N071] METODI QUANTITATIVI E QUALITATIVI DELLA RICERCA SOCIALE,4.666666666666667
[F4901N004] STORIA DELLE POLITICHE CULTURALI,4.666666666666667
[E4101B018] ECONOMIA DEI MERCATI MONETARI E FINANZIARI,4.666666666666667
[G8501R009] SOCIOLOGIA DELL'EDUCAZIONE,4.625
[E1802M118] METODI MATEMATICI,4.625
[I0102D004] FISIOLOGIA UMANA,4.6
[F7701M027] DIRITTO INDUSTRIALE PER IL MANAGEMENT,4.6
[E2702Q003] FISICA I,4.6
[E2401P120] TEORIE E STRUMENTI PER LA GESTIONE E LO SVILUPPO DEL PERSONALE,4.6
"[E2401P006] FILOSOFIA DELLA MENTE, LOGICA E LINGUE NATURALI",4.6
[F8501R011] CONSULENZA NEL DISAGIO EDUCATIVO: TEORIE E PRATICHE,4.571428571428571
[E1301Q063] BOTANICA,4.555555555555555
[I0302D005] ANALISI BIOCHIMICO-CLINICHE,4.5
[F8701N035] LE FORME DELLA MEDIAZIONE,4.5
[F6302N022] DIRITTO DEI CONSUMATORI,4.5
[F1601M065] METODI QUANTITATIVI PER LE ASSICURAZIONI,4.5
[F0101R002] MODELLI TEORICI DELL'ANTROPOLOGIA,4.5
[E4101B037] ANALISI STATISTICA MULTIVARIATA,4.5
[E2401P119] RICERCA INTERVENTO DI COMUNITA',4.5
[E1401A087] DIRITTO PENITENZIARIO,4.444444444444445
[A5810070] MEDICINA LEGALE,4.444444444444445
[F5701R011] TEORIE E MODELLI DELLA CONSULENZA PEDAG.,4.428571428571429
[F7701M098] SALES AND TRADE MARKETING,4.4
[I0201D122] CLINICA CARDIO-POLMONARE,4.333333333333333
[H4101D003] INFORMATICA DI BASE,4.333333333333333
[F7601M075] PRINCIPI DI INFERENZA PER LE APPLICAZIONI TURISTICHE,4.333333333333333
[F5103P010] FATTORI EMOTIVI E RELAZIONALI DELL'APPRENDIMENTO,4.333333333333333
[F4901N070] DEMOGRAFIA INTERNAZIONALE,4.333333333333333
[F1601M058] DIRITTO DEI MERCATI FINANZIARI,4.333333333333333
[E4101B022] STATISTICA AZIENDALE,4.333333333333333
[E3901N023] TIROCINIO,4.333333333333333
[E3002Q009] FISICA II,4.333333333333333
[E2401P031] FATTORI DI RISCHIO E PROTEZIONE NELLA FORMAZIONE DELLA PERSONALITÀ,4.333333333333333
[H4101D035] CLINICA MEDICA,4.285714285714286
[G8501R029] PSICOLOGIA DELLE DISABILITA' E DELL'INTEGRAZIONE,4.285714285714286
[E4101B009] ANALISI MATEMATICA II,4.285714285714286
[E3002Q030] STORIA E SVILUPPI DEGLI STRUMENTI OTTICI,4.285714285714286
[E1301Q057] CHIMICA BIOLOGICA,4.285714285714286
[I0201D110] RADIAZIONI E RIABILITAZIONE,4.25
[I0102D902] METODOLOGIA CLINICA NELLE SCIENZE OSTETRICO-GINECOLOGICHE E NEONATALI,4.25
"[F9201P008] DIRITTO DELL'INFORMAZIONE, DELLA COMUNICAZIONE E DELL'INFORMATICA",4.25
[F8501R021] PEDAGOGIA DELL'INTEGRAZIONE,4.25
[E3501Q010] ALGEBRA II,4.25
[E3401Q042] GEOLOGIA APPLICATA,4.25
[E2701Q041] LABORATORIO DI CHIMICA ORGANICA,4.25
[E0201Q067] PATOLOGIA GENERALE,4.25
[A5810082] GIUSTIZIA COSTITUZIONALE,4.25
[E1401A080] DIRITTO DELL'UNIONE EUROPEA,4.222222222222222
[I0102D001] SCIENZE BIOMEDICHE 1,4.2
[F5102P014] PROCESSI MOTIVAZIONALI E DECISION MAKING,4.2
[E4101B025] ORGANIZZAZIONE DEI SISTEMI INFORMATIVI,4.2
[E4001N059] SOCIOLOGIA DELLO SVILUPPO,4.2
[E3501Q064] CALCOLO NUMERICO,4.2
[E1801M044] DIRITTO PUBBLICO COMUNITARIO,4.2
[E3401Q006] PALEONTOLOGIA,4.166666666666667
[E3301M150] DIRITTO INTERNAZIONALE ED EUROPEO DELL'ECONOMIA,4.166666666666667
[E3001Q055] ELEMENTI DI FISICA TEORICA,4.166666666666667
[E2702Q004] FISICA II,4.166666666666667
[A5810135] STORIA DEL DIRITTO DELLE OBBLIGAZIONI E DEI CONTRATTI,4.142857142857143
[E1901R037] METODOLOGIA DELLA FORMAZIONE,4.125
[E1901R077] SOCIOLOGIA GENERALE,4.111111111111111
[A5810042] DIRITTO COSTITUZIONALE EUROPEO ( I DIRITTI FONDAMENTALI) MOD. JEAN MONNET,4.090909090909091
[K0101D010] STRUTTURE ORGANIZZATIVE E FLUSSI GESTIONALI DELLE AZIENDE SANITARIE,4
[K0101D009] MANAGEMENT INFERMIERISTICO E OSTETRICO,4
[I0301D013] DISCIPLINE CARATTERIZZANTI,4
[I0301D007] PATOLOGIA,4
[I0201D115] MEDICINA RIABILITATIVA,4
[I0101D111] LA NUTRIZIONE PARENTERALE ED ENTERALE: ASPETTI ORGANIZZATIVI ED OPERATIVI,4
[I0101D101] APPROFONDIMENTI IN DERMATOLOGIA CLINICA,4
[H4601D058] INTERNATO IN REPARTO DI ORTODONZIA 1,4
[H4601D013] MEDICINA PROPEDEUTICA,4
"[H4101D273] ALIMENTAZIONE E SALUTE, CIBO E CERVELLO",4
[H4101D231] INTERNATO IN REPARTO DI CARDIOLOGIA H NIGUARDA,4
[H4101D118] UNITA' RICERCA CLINICA IN EMATOLOGIA,4
[H4101D105] INTERNATO IN REPARTO DI CHIRURGIA GENERALE,4
[H4101D093] STRUMENTI PER LA GESTIONE DI SITUAZIONI ANSIOGENE,4
"[H4101D044] RAPPRESENTARE IL CORPO UMANO: TRA ANATOMIA, ARTE E ANTROPOLOGIA",4
[F9201P025] STRUMENTI E APPLICAZIONI DEL WEB,4
[F8501R033] TIROCINI FORMATIVI E DI ORIENTAMENTO,4
[F8204B001] ANALISI DELLE SERIE ECONOMICHE TEMPORALI E LONGITUDINALI M,4
[F7702M047] DIRITTO COMMERCIALE COMUNITARIO,4
[F7702M006] RICERCHE DI MARKETING S,4
[F5104P009] FATTORI DI RISCHIO E DI PROTEZIONE NELLO SVILUPPO ATIPICO,4
[F5103P078] PSICHIATRIA E NEUROPSICHIATRIA INFANTILE,4
[F1601M054] FINANCIAL ECONOMICS,4
[F0901D046] PROTEOMICA E METABOLOMICA,4
[F0901D040] GENOMICA FUNZIONALE,4
[E4102B064] STATISTICA SOCIALE,4
[E4001N056] NUOVI SOGGETTI URBANI,4
[E4001N045] MATEMATICA,4
[E3901N020] TIROCINIO,4
[E3101Q106] PROGRAMMAZIONE 2,4
[E3001Q058] ESPERIMENTAZIONI DI ASTROFISICA,4
[E2701Q042] LABORATORIO DI FISICA II,4
[E2701Q037] FISICA II,4
[E2401P030] PSICODINAMICA DELLO SVILUPPO E DELLE RELAZIONI FAMILIARI,4
[E2004P009] PSICOLINGUISTICA,4
[E2001R027] ANTROPOLOGIA DELLA CONTEMPORANEITÀ,4
[E1601N050] LE ORGANIZZAZIONI COMPLESSE,4
[E1501N011] SOCIOLOGIA DEL TERRITORIO,4
[E0201Q063] BIOCHIMICA CELLULARE,4
[E0201Q012] ECONOMIA AZIENDALE,4
[E3401Q046] GEORISORSE,3.875
[F7702M042] METODI E STRUMENTI PER LE INDAGINI DI MARKETING,3.8333333333333335
[F5401Q027] CHIMICA FISICA SUPERIORE,3.8333333333333335
[F1601M084] INVESTMENT BANKING,3.8333333333333335
[F0901D029] BIOTECNOLOGIE IN DIAGNOSTICA,3.8333333333333335
[F0101R012] ANTROPOLOGIA DELLA PARENTELA E DI GENERE,3.8333333333333335
[E0201Q049] BIOCHIMICA,3.8333333333333335
[F8204B011] ECONOMIA APPLICATA M,3.8
[F5103P002] METODI DI RICERCA E VALUTAZIONE IN PSICOLOGIA DELLO SVILUPPO,3.8
[E1301Q015] FISIOLOGIA GENERALE,3.8
[F8501R058] PROGETTAZIONE E VALUTAZIONE DEI SERVIZI E DEGLI INTERVENTI EDUCATIVI CON LABORATORIO,3.75
[F5103P062] ECOLOGIA DELLO SVILUPPO,3.75
[F0101R001] METODOLOGIA RICERCA ANTROPOLOGICA,3.75
[E4102B080] ANALISI STATISTICA MULTIVARIATA,3.75
[E3101Q124] SISTEMI EMBEDDED,3.75
[E2001R031] LINGUISTICA APPLICATA,3.75
[E1803M070] ECONOMIA DEL MERCATO MOBILIARE,3.75
[E0201Q051] IMMUNOLOGIA,3.75
[E1802M120] FINANZA PUBBLICA,3.727272727272727
[H4101D025] MALATTIE DEL SISTEMA NERVOSO,3.7142857142857144
[I0201D117] RIABILITAZIONE COGNITIVA,3.6666666666666665
[I0201D102] TECNICHE ISPETTIVE E OSSERVAZIONALI,3.6666666666666665
[F5701R010] SISTEMI INFORMATIVI PER LA GESTIONE DELLA CONOSCENZA,3.6666666666666665
[F5602M003] MICROECONOMICS OF GLOBAL MARKETS,3.6666666666666665
[F5104P013] NEUROSCIENZE COGNITIVE DEI PROCESSI SOCIALI E AFFETTIVI,3.6666666666666665
[F1801Q122] TEORIA DELL'INFORMAZIONE E CRITTOGRAFIA,3.6666666666666665
[F1601M050] ECONOMETRICS,3.6666666666666665
[E2702Q099] CHIMICA FISICA APPLICATA,3.6666666666666665
[E1901R111] PEDAGOGIA DELLA FAMIGLIA,3.6666666666666665
[A5810138] SOCIOLOGIA DEI DIRITTI FONDAMENTALI,3.6666666666666665
[H4101D027] SPECIALITA' MEDICO CHIRURGICHE,3.6
[F5401Q034] CHIMICA MACROMOLECOLARE,3.6
[F5103P009] PSICODINAMICA E ASSESSMENT DELLA GENITORIALITA',3.6
[E3901N013] DIRITTO DELLA SICUREZZA SOCIALE,3.6
[A5810029] DIRITTO CANONICO,3.6
[E0201Q055] COMPOSTI ORGANICI DI INTERESSE MERCEOLOGICO,3.5714285714285716
[E0201Q054] FARMACOLOGIA,3.5555555555555554
[I0102D901] FONDAMENTI DI SCIENZE INFERMIERISTICHE ED OSTETRICHE,3.5
[I0101D904] TIROCINIO 3,3.5
[I0101D118] ALCOLISMO E PROBLEMI ALCOLCORRELATI,3.5
[I0101D024] SEMINARI METODOLOGICI 2,3.5
[F8501R010] PEDAGOGIA DELLA DEVIANZA E DELLA MARGINALITÀ,3.5
[F5701R019] PEDAGOGIA INTERCULTURALE E DELLA COOP.,3.5
[F5301Q001] FISICA DELLO STATO SOLIDO,3.5
[F5102P022] INTERVENTO PSICOSOCIALE DI PROMOZIONE DEL BENESSERE,3.5
[F5102P015] PSICOLOGIA DELLE INFLUENZE SOCIALI,3.5
[F0802Q041] CHIMICA ORGANICA APPLICATA ALLE BIOTECNOLOGIE,3.5
[E3501Q012] SISTEMI DINAMICI E MECCANICA CLASSICA,3.5
[E3301M145] BILANCIO,3.5
[E2701Q012] LABORATORIO DI CHIMICA ANALITICA STRUMENTALE,3.5
[E2001R060] LINGUA GIAPPONESE III,3.5
[E2001R052] LINGUA ARABA II,3.5
[E1901R018] STORIA DELLA FILOSOFIA,3.5
[E1601N017] DIRITTO DEL LAVORO,3.5
[E3201Q091] FISICA TERRESTRE,3.4444444444444446
[E2701Q045] FISICA DEI MATERIALI CON LABORATORIO,3.4444444444444446
[A5810062] DIRITTO PENALE MINORILE,3.4444444444444446
[A5810056] DIRITTO FALLIMENTARE,3.4444444444444446
[E2702Q101] CHIMICA ORGANICA III E LABORATORIO,3.4285714285714284
[E1901R110] EDUCAZIONE DEGLI ADULTI,3.4285714285714284
[E1901R101] GESTIONE DELLE RISORSE UMANE,3.4285714285714284
[F0101R006] ANTROPOLOGIA ECONOMICA E SVILUPPO,3.4
[E2004P028] INFORMATICA E GRAFICA PER IL WEB,3.4
[A5810136] STORIA DEL PROCESSO PENALE,3.375
[I0202D118] SCIENZE PSICOMOTORIE E RIABILITATIVE 2,3.3333333333333335
[F9201P204] ELABORAZIONE DI DATI MULTIMEDIALI,3.3333333333333335
[F9201P202] PSICOLOGIA COGNITIVA PER LA COMUNICAZIONE,3.3333333333333335
[F8204B025] MACROECONOMIA M,3.3333333333333335
[F8204B004] PROBABILITA' E STATISTICA COMPUTAZIONALE M,3.3333333333333335
[F7601M058] LINGUA SPAGNOLA PER LE SCIENZE TURISTICHE,3.3333333333333335
[F7601M011] GEOGRAFIA DEL TURISMO,3.3333333333333335
[F5104P008] DALLA DIAGNOSI ALLE INDICAZIONI AL TRATTAMENTO CLINICO,3.3333333333333335
[F1801Q104] DATA ANALYTICS,3.3333333333333335
[F1701Q094] ENERGETICA,3.3333333333333335
[E4102B079] ANALISI DEI DATI,3.3333333333333335
[E3301M194] METODI STATISTICI E INFORMATICA GENERALE,3.3333333333333335
[E2701Q040] CHIMICA FISICA DEI MATERIALI,3.3333333333333335
[E2401P117] PSICOLOGIA DELL'EDUCAZIONE E DEI PROCESSI DI APPRENDIMENTO,3.3333333333333335
[E1901R020] STORIA MODERNA,3.3333333333333335
[E1301Q066] BIOLOGIA MOLECOLARE,3.3333333333333335
[F0802Q054] METODOLOGIE BIOINFORMATICHE,3.2857142857142856
[A5810055] DIRITTO DI FAMIGLIA,3.2857142857142856
[F8204B024] FINANZA MATEMATICA M,3.25
[F8203B005] ELEMENTI DI BIOLOGIA,3.25
[E3401Q050] SEMINARI SU ARGOMENTI GEOLOGICI E APPLICATIVI,3.25
[E2701Q043] STRUTTURA DELLA MATERIA I,3.25
[E1401A010] DIRITTO AMMINISTRATIVO,3.25
[E1301Q069] FARMACOLOGIA,3.25
[H4601D033] INFORMATICA DI BASE,3.2
[F8203B006] BASI DI DATI,3.2
[F7701M102] ECONOMIA INDUSTRIALE E DELLA CONCORRENZA E STORIA DELL'IMPRESA,3.2
[F7701M092] METODI QUANTITATIVI PER L'AUDITING E IL CONTROLLO,3.2
[E3401Q047] LABORATORIO DI GEOTECNICA,3.2
[E3001Q068] ELEMENTI DI BIOFOTONICA,3.2
[E1802M126] DIRITTO DEL LAVORO,3.2
[E1401A040] CRIMINOLOGIA,3.142857142857143
[F0601Q050] METODOLOGIE BIOCHIMICHE,3.125
[K0101D001] STORIA E FILOSOFIA DELL'ASSISTENZA INFERMIERISTICA E OSTETRICA,3
[I0301D010] SCIENZE CLINICHE,3
[I0201D116] VALUTAZIONE TRATTAMENTO DEL SISTEMA DI MOVIMENTO,3
[I0201D108] NEUROPSICHIATRIA NEUROFISIOLOGIA E SVILUPPO,3
[I0101D903] TIROCINIO 2,3
[I0101D119] L?ABUSO SESSUALE MINORILE ED IL RUOLO INFERMIERISTICO,3
[I0101D109] IL PROCESSO DI DONAZIONE D'ORGANO: L'ASSISTENZA INFERMIERISTICA ALLA PERSONA POTENZIALE DONATORE D'ORGANO,3
[H4601D048] LA DONAZIONE DI ORGANI: UN'OPPORTUNITA' PER LA VITA,3
[H4601D011] MATERIALI DENTARI,3
[H4101D178] INTERNATO IN REPARTO DI NEUROLOGIA,3
[H4101D170] LA DEGENERAZIONE MACULARE SENILE,3
[H4101D130] LO STATO CONFUSIONALE ACUTO (DELIRIUM),3
[H4101D069] DISAGIO PSICHICO E SOCIETA',3
[H4101D015] TIROCINIO PROFESSIONALIZZANTE AREA CHIRURGICA 1,3
[F8801N038] COESIONE SOCIALE,3
[F8701N008] DIRITTO DEGLI STRANIERI,3
[F8501R002] ERMENEUTICA DELLA FORMAZIONE E PRATICHE IMMAGINALI,3
[F7702M017] ALTRE CONOSCENZE DI MARKETING E COMUNICAZIONE PER IL MONDO DEL LAVORO,3
[F7701M093] METODI QUANTITATIVI PER IL MANAGEMENT,3
[F7501Q082] BIODIVERSITÀ E CONSERVAZIONE,3
[F7501Q080] PROCESSI E IMPIANTI DI TRATTAMENTO E BONIFICA,3
[F7401Q001] GEOLOGIA DEI BACINI SEDIMENTARI,3
[F6302N017] MANAGEMENT E SCELTE STRATEGICHE,3
[F5801Q045] COSMOLOGIA,3
[F5701R030] ORGANIZZAZIONE DELL'AZIENDA INTERNAZIONALE,3
[F5602M012] PRINCIPLES OF CORPORATE FINANCE,3
[F5301Q024] TERMODINAMICA E CINETICA DEI MATERIALI,3
[F5104P012] NEUROLINGUISTICA,3
[F5102P019] PSICOLOGIA DELLE CONDOTTE FINANZIARIE,3
[F5102P011] LABORATORIO DI METODOLOGIA,3
[F4001Q064] APPROSSIMAZIONE DI EQUAZIONI DIFFERENZIALI,3
[F1801Q103] SISTEMI INFORMATIVI,3
[F1701Q097] FISICA DELLO STATO SOLIDO,3
[F1601M052] CORPORATE FINANCE,3
[F0901D027] IMAGING MOLECOLARE IN VIVO,3
[F0802Q059] FARMACOLOGIA APPLICATA,3
[F0802Q047] BIOCHIMICA INDUSTRIALE,3
[F0101R004] ANTROPOLOGIA DELLE RELIGIONI,3
[E4102B082] DATA MINING E STATISTICA COMPUTAZIONALE,3
[E4101B016] SERIE STORICHE ECONOMICHE,3
[E3901N007] FILOSOFIA POLITICA,3
[E3501Q056] ANALISI III,3
[E3501Q001] ANALISI MATEMATICA I,3
[E3401Q014] PETROGRAFIA,3
[E3301M191] MICROECONOMIA E STORIA ECONOMICA,3
[E3301M144] ECONOMIA INTERNAZIONALE,3
[E3301M143] ECONOMIA DEI MERCATI FINANZIARI,3
[E3101Q120] INTERAZIONE UOMO - MACCHINA,3
