ad,media
[E2401P035] CRIMINOLOGIA,1.4666666666666666
[F8501R009] PRATICHE FILOSOFICHE,1.4651162790697674
[F6302N001] CAMBIAMENTO ORGANIZZATIVO,1.4642857142857142
[E3101Q130] FISICA,1.4642857142857142
[E3301M192] STATISTICA,1.4621848739495797
[E2701Q013] CHIMICA FISICA,1.4615384615384615
[E2702Q009] CHIMICA FISICA I,1.46
[E2401P013] PSICOLOGIA DINAMICA,1.4598540145985401
[F5104P003] ORIGINI E SVILUPPO DELLA MENTE UMANA,1.4588235294117646
[E1803M033] ECONOMIA DELLE IMPRESE DI ASSICURAZIONE,1.4583333333333333
[F1601M063] ECONOMIA E FINANZA DEI MERCATI GLOBALI,1.4545454545454546
[E4001N053] ORGANIZZAZIONE E LAVORO,1.4545454545454546
[E3401Q052] GEOLOGIA DEL QUATERNARIO,1.4545454545454546
[E3301M181] LINGUA- FRANCESE,1.4545454545454546
[E3001Q037] LABORATORIO I,1.4545454545454546
[E1803M081] FINANZA AZIENDALE,1.4545454545454546
[E1301Q071] MATEMATICA E STATISTICA,1.4545454545454546
[E3001Q038] CHIMICA,1.4537037037037037
[F7601M051] STATISTICA PER IL TURISMO: MODELLI E APPLICAZIONI,1.4516129032258065
[E3501Q004] GEOMETRIA I,1.4516129032258065
[E3201Q107] PRINCIPI DI SCIENZE DELLA TERRA,1.4516129032258065
[E3101Q122] PROGRAMMAZIONE E AMMINISTRAZIONE DI SISTEMA,1.4516129032258065
[E2001R024] TEORIA E TECNICA DEI NUOVI MEDIA,1.4516129032258065
[I0101D014] PSICHIATRIA E PSICOLOGIA CLINICA,1.4509803921568627
[F4901N009] GEOGRAFIA,1.4482758620689655
[E2001R009] PSICOLOGIA DELLA COMUNICAZIONE,1.4482758620689655
[F8204B024] FINANZA MATEMATICA M,1.4444444444444444
[E3501Q024] ALGORITMI E PROGRAMMAZIONE,1.4444444444444444
[E3301M152] DIRITTO DEL LAVORO,1.4444444444444444
[E3301M146] ECONOMIA DELLE AZIENDE PUBBLICHE,1.4444444444444444
[E3201Q072] PRINCIPI DI DIRITTO AMBIENTALE,1.4444444444444444
[E3002Q009] FISICA II,1.4444444444444444
[E2701Q043] STRUTTURA DELLA MATERIA I,1.4444444444444444
[E2004P003] LINGUISTICA,1.4444444444444444
[E1802M006] ECONOMIA POLITICA,1.4444444444444444
[E1301Q069] FARMACOLOGIA,1.4444444444444444
[E0201Q064] PROCESSI INDUSTRIALI E BIORAFFINERIE,1.4444444444444444
[F8204B002] STATISTICA AVANZATA M,1.4375
[F0101R012] ANTROPOLOGIA DELLA PARENTELA E DI GENERE,1.4375
[E0201Q073] GENETICA MOLECOLARE UMANA,1.4375
[E1301Q072] GENETICA,1.435897435897436
[F5102P001] PSICOLOGIA SOCIALE : CORSO AVANZATO,1.434782608695652
[E3901N028] PSICOLOGIA DELLO SVILUPPO,1.434782608695652
[A5810229] ISTITUZIONI DI DIRITTO ROMANO,1.4336283185840708
[I0201D100] BASI DEL MOVIMENTO,1.4324324324324325
[G8501R018] BIOLOGIA: FONDAMENTI E DIDATTICA CON LABORATORIO,1.4324324324324325
[I0102D005] SCIENZE BIOMEDICHE 2,1.4285714285714286
[H4101D022] ANATOMIA PATOLOGICA,1.4285714285714286
[F8204B004] PROBABILITA' E STATISTICA COMPUTAZIONALE M,1.4285714285714286
[F7701M054] DIRITTO PENALE TRIBUTARIO,1.4285714285714286
[F1701Q094] ENERGETICA,1.4285714285714286
[E4101B019] MATEMATICA FINANZIARIA,1.4285714285714286
[E1901R020] STORIA MODERNA,1.4285714285714286
[E1801M042] CORPORATE GLOBAL COMMUNICATIONS,1.4285714285714286
[E1401A017] DIRITTO INTERNAZIONALE,1.4285714285714286
[E1301Q068] FISIOLOGIA DEI SISTEMI,1.4285714285714286
[H4101D002] ANATOMIA E ISTOLOGIA UMANA,1.4259259259259258
[A5810039] STORIA DEL DIRITTO DI FAMIGLIA,1.425
[E4101B004] LABORATORIO DI INFORMATICA,1.4230769230769231
[F5104P002] NEUROPSICOLOGIA DELL'ADULTO E DELL'ANZIANO,1.421875
[F7601M050] DIRITTO DELL'AMBIENTE E DEI BENI CULTURALI,1.4210526315789473
[A5810136] STORIA DEL PROCESSO PENALE,1.4210526315789473
[E1803M037] INFORMATICA GENERALE,1.4202898550724639
[F1801Q134] APPRENDIMENTO AUTOMATICO,1.4193548387096775
[F1601M070] ABILITA INFORMATICHE MAGISTRALE,1.4166666666666667
[E4001N069] SOCIOLOGIA DELLA POLITICA,1.4166666666666667
[E3401Q042] GEOLOGIA APPLICATA,1.4166666666666667
[A5810128] DIRITTO DEL LAVORO,1.4166666666666667
[E0201Q059] BIOCHIMICA PER LE BIOTECNOLOGIE,1.4150943396226414
[E3201Q074] CHIMICA ORGANICA,1.4137931034482758
[E4102B064] STATISTICA SOCIALE,1.411764705882353
[E3901N004] PSICOLOGIA SOCIALE II,1.411764705882353
[E1901R110] EDUCAZIONE DEGLI ADULTI,1.411764705882353
[A5810056] DIRITTO FALLIMENTARE,1.4090909090909092
[E1501N051] GEOGRAFIA DEL TURISMO,1.40625
[E2004P007] TEORIA E TECNICA DEI NUOVI MEDIA,1.4054054054054055
[E1801M048] MATEMATICA PER IL MARKETING,1.4047619047619047
[F8701N036] GLOBALIZZAZIONE E SVILUPPO LOCALE,1.4
[F8204B012] INTRODUZIONE ALLE SERIE STORICHE M,1.4
[F8204B010] STATISTICA SPAZIALE M,1.4
[F5102P020] STRUMENTI DI INDAGINE PER LE ORGANIZZAZIONI ED I MERCATI,1.4
[F1801Q106] INTELLIGENZA ARTIFICIALE,1.4
[F0802Q060] INGEGNERIA DI PROCESSO,1.4
[E4101B041] STATISTICA COMPUTAZIONALE,1.4
[E4001N054] AMBIENTE E RETI TERRITORIALI,1.4
[E3501Q064] CALCOLO NUMERICO,1.4
[E3301M004] ISTITUZIONI DI DIRITTO PUBBLICO,1.4
[E3201Q016] LABORATORIO DI INTEGRAZIONE II,1.4
[E2701Q046] STRUTTURA DELLA MATERIA II,1.4
[E2001R052] LINGUA ARABA II,1.4
[E2001R028] ANTROPOLOGIA DEI MEDIA,1.4
[E2001R008] PEDAGOGIA INTERCULTURALE,1.4
[E1901R018] STORIA DELLA FILOSOFIA,1.4
[E1401A011] DIRITTO DEL LAVORO C.P.,1.4
[A5810126] DIRITTO CIVILE (IL CONTRATTO),1.4
[A5810089] PROCEDURA PENALE SOVRANAZIONALE,1.4
[E1901R019] STORIA MEDIOEVALE,1.3928571428571428
[E1803M048] STATISTICA PER LA FINANZA,1.3898305084745763
[E4101B020] FINANZA AZIENDALE,1.3888888888888888
[G8501R013] PEDAGOGIA DEL CORPO CON LABORATORIO,1.3877551020408163
[F6302N006] ECONOMIA PUBBLICA E DEI SERVIZI,1.3846153846153846
[E2401P119] RICERCA INTERVENTO DI COMUNITA',1.3846153846153846
[A5810029] DIRITTO CANONICO,1.3846153846153846
[A5810135] STORIA DEL DIRITTO DELLE OBBLIGAZIONI E DEI CONTRATTI,1.380952380952381
[E3401Q036] RILEVAMENTO GEOLOGICO,1.38
[E3301M196] MANAGEMENT,1.3783783783783783
[E1802M033] INFORMATICA GENERALE,1.3780487804878048
[F5101P139] PSICOLOGIA DELLA SALUTE E INTERVENTI CLINICI IN AMBITO SANITARIO,1.3770491803278688
[F8204B003] STATISTICA ECONOMICA M,1.375
[F7702M055] GLOBAL MARKETING MANAGEMENT,1.375
[F7701M098] SALES AND TRADE MARKETING,1.375
[F7401Q005] PROSPEZIONI GEOFISICHE,1.375
[F5602M008] FOUNDATIONS OF INTERNATIONAL ECONOMIC LAW,1.375
[F5602M003] MICROECONOMICS OF GLOBAL MARKETS,1.375
[F5602M001] MATHEMATICAL METHODS AND PROGRAMMIG,1.375
[F0901D043] ANALISI DEI DATI,1.375
[F0802Q043] ANALISI DI BIOMOLECOLE,1.375
[E3501Q054] ALGEBRA III,1.375
[E3301M180] LINGUA - INGLESE,1.375
[E2702Q099] CHIMICA FISICA APPLICATA,1.375
[E1901R111] PEDAGOGIA DELLA FAMIGLIA,1.375
[E1801M039] STATISTICA I,1.3741935483870968
[A5810006] FILOSOFIA DEL DIRITTO,1.3737373737373737
[E2001R007] ANTROPOLOGIA CULTURALE,1.3725490196078431
[F7701M052] DIRITTO FALLIMENTARE,1.3703703703703705
[F0601Q067] EMBRIOLOGIA,1.368421052631579
[E0201Q005] CHIMICA ORGANICA,1.368421052631579
[E3101Q113] ANALISI E PROGETTO DI ALGORITMI,1.3676470588235294
[E4101B013] MACROECONOMIA,1.3666666666666667
[E1802M120] FINANZA PUBBLICA,1.3666666666666667
[G8501R021] EDUCAZIONE ALL'IMMAGINE CON LABORATORIO,1.3650793650793651
[F8203B003] INFERENZA STATISTICA,1.3636363636363635
[F7601M076] ALTRE CONOSCENZE TURISTICHE UTILI PER L'INSERIMENTO NEL MONDO DEL LAVORO,1.3636363636363635
[E4102B080] ANALISI STATISTICA MULTIVARIATA,1.3636363636363635
"[E3301M142] IMPRESE,MERCATI E POLITICHE DELLA CONCORRENZA",1.3636363636363635
[E3101Q124] SISTEMI EMBEDDED,1.3636363636363635
[E1901R086] METODI E TECNICHE DELLA FORMAZIONE MEDIALE,1.3636363636363635
[A5810042] DIRITTO COSTITUZIONALE EUROPEO ( I DIRITTI FONDAMENTALI) MOD. JEAN MONNET,1.3636363636363635
[E1803M075] ECONOMIA DELLE ISTITUZIONI FINANZIARIE,1.36
[A5810082] GIUSTIZIA COSTITUZIONALE,1.36
[E3001Q035] ALGEBRA LINEARE E GEOMETRIA,1.3582089552238805
[F5103P002] METODI DI RICERCA E VALUTAZIONE IN PSICOLOGIA DELLO SVILUPPO,1.3571428571428572
[E4001N051] ANTROPOLOGIA,1.3571428571428572
[E1801M035] MARKET-DRIVEN MANAGEMENT,1.3548387096774193
[A5810031] INFORMATICA GIURIDICA,1.3548387096774193
[H4101D038] PATOLOGIA GENERALE E IMMUNOLOGIA,1.3529411764705883
[F0802Q054] METODOLOGIE BIOINFORMATICHE,1.3529411764705883
"[E2401P006] FILOSOFIA DELLA MENTE, LOGICA E LINGUE NATURALI",1.3529411764705883
[A5810133] DIRITTO PUBBLICO COMPARATO,1.3529411764705883
[E1501N071] SOCIOLOGIA DEL TURISMO,1.3513513513513513
[F0101R002] MODELLI TEORICI DELL'ANTROPOLOGIA,1.35
[E2401P026] PSICOLOGIA GIURIDICA,1.35
[F5701R023] PSICOLOGIA DELLE ORGANIZZAZIONI E DELLA COMUNICAZIONE,1.3478260869565217
[F5701R011] TEORIE E MODELLI DELLA CONSULENZA PEDAG.,1.3478260869565217
[G8501R005] STORIA E DIDATTICA DELLA STORIA 1,1.3471074380165289
[H4101D033] CLINICA CHIRURGICA,1.346938775510204
[F8501R056] METODOLOGIA DELLA RICERCA PEDAGOGICA II CON LABORATORIO,1.3461538461538463
[E4001N015] STORIA CONTEMPORANEA,1.3455882352941178
[H4101D256] MICROBIOLOGIA MEDICA,1.3448275862068966
[E1901R087] PEDAGOGIA DELL'ADOLESCENZA,1.3448275862068966
[E1901R107] PEDAGOGIA DEL CORPO,1.3445378151260505
[E1901R078] POLITICHE SOCIALI,1.34375
[E1802M130] LINGUA- SPAGNOLO,1.34375
[E1801M018] ABILITÀ INFORMATICHE PREPARAZIONE TESI,1.34375
[E3301M138] ECONOMIA E TECNICA DELLA COMUNICAZIONE AZIENDALE,1.3421052631578947
[E1802M026] ABILITÀ INFORMATICHE PREPARAZIONE TESI,1.3421052631578947
[G8501R004] LINGUISTICA ITALIANA,1.3416666666666666
[E0201Q053] ORGANI E FUNZIONI,1.3409090909090908
[E3301M111] ISTITUZIONI DI DIRITTO PRIVATO,1.3380281690140845
[I0301D004] PREVENZIONE SANITARIA,1.3333333333333333
[I0202D103] SCIENZE PSICOMOTORIE E RIABILITATIVE 1,1.3333333333333333
[I0202D005] SCIENZE STATISTICHE E SOCIOPSICOPEDAGOGICHE,1.3333333333333333
[I0201D121] VALUTAZIONE DEL SISTEMA MOTORIO,1.3333333333333333
"[I0102D003] IGIENE, MEDICINA DEL LAVORO E STATISTICA MEDICA",1.3333333333333333
[F8501R035] ETICA DELLA RELAZIONE: TEORIE E PRATICHE,1.3333333333333333
[F8204B021] MATEMATICA PER L'ECONOMIA M,1.3333333333333333
[F8204B017] PROCESSI STOCASTICI M,1.3333333333333333
[F8204B007] METODI PER LE INDAGINI CAMPIONARIE M,1.3333333333333333
[F7702M047] DIRITTO COMMERCIALE COMUNITARIO,1.3333333333333333
[F7701M095] SISTEMI DI CONTROLLO NELLE AZIENDE PRIVATE E PUBBLICHE,1.3333333333333333
[F7701M094] MARKETING MANAGEMENT,1.3333333333333333
[F7701M023] DIRITTO PUBBLICO DELL'ECONOMIA PER LE SCIENZE ECON,1.3333333333333333
[F7601M057] LINGUA INGLESE PER SCIENZE TURISTICHE,1.3333333333333333
[F7601M007] METODI STATISTICI PER IL TURISMO II,1.3333333333333333
[F7501Q086] INQUINAMENTO E BONIFICA DELLE ACQUE SOTTERRANEE,1.3333333333333333
[F7501Q074] SISTEMI ENERGETICI,1.3333333333333333
[F7401Q076] STABILITA' DEI VERSANTI,1.3333333333333333
[F6302N014] DIRITTO AMMINISTRATIVO EUROPEO,1.3333333333333333
[F6302N002] CAPITALE SOCIALE E SISTEMI SOCIOECONOMICI LOCALI,1.3333333333333333
[F5602M007] DEVELOPMENT ECONOMICS,1.3333333333333333
[F5301Q030] CHIMICA DEI MATERIALI INORGANICI,1.3333333333333333
[F5103P078] PSICHIATRIA E NEUROPSICHIATRIA INFANTILE,1.3333333333333333
[F4001Q094] METODI MATEMATICI PER L?ANALISI ECONOMICA ? CONTROLLO OTTIMO,1.3333333333333333
[F1801Q127] MODELLI PROBABILISTICI PER LE DECISIONI,1.3333333333333333
[F1801Q116] EVOLUZIONE DEI SISTEMI SOFTWARE E REVERSE ENGINEERING,1.3333333333333333
[F0901D046] PROTEOMICA E METABOLOMICA,1.3333333333333333
[F0901D040] GENOMICA FUNZIONALE,1.3333333333333333
[F0901D025] BIOTECNOLOGIE MICROBICHE,1.3333333333333333
[F0802Q063] BIOCHIMICA DEI TUMORI,1.3333333333333333
[F0802Q041] CHIMICA ORGANICA APPLICATA ALLE BIOTECNOLOGIE,1.3333333333333333
[F0101R009] PEDAGOGIA E CULTURE DELL'EDUCAZIONE,1.3333333333333333
[E4102B026] DEMOGRAFIA SOCIALE (MOBILITÀ E MIGRAZIONI),1.3333333333333333
[E4101B018] ECONOMIA DEI MERCATI MONETARI E FINANZIARI,1.3333333333333333
[E3901N030] SOCIOLOGIA DELLA DEVIANZA,1.3333333333333333
[E3501Q066] LABORATORIO DI MATEMATICA E INFORMATICA,1.3333333333333333
[E3501Q023] FISICA II,1.3333333333333333
[E3501Q011] GEOMETRIA II,1.3333333333333333
[E3501Q001] ANALISI MATEMATICA I,1.3333333333333333
[E3001Q068] ELEMENTI DI BIOFOTONICA,1.3333333333333333
[E3001Q067] ELEMENTI DI FISICA MEDICA E AMBIENTALE,1.3333333333333333
[E3001Q052] ELEMENTI DI ELETTRONICA,1.3333333333333333
[E2702Q106] ECONOMIA E GESTIONE DELLE IMPRESE CHIMICHE,1.3333333333333333
[E2702Q056] OPERAZIONI UNITARIE E FONDAMENTALI,1.3333333333333333
[E2001R005] SOCIOLOGIA DELLA COMUNICAZIONE,1.3333333333333333
[E1901R081] PSICOLOGIA DELLO SVILUPPO,1.3333333333333333
[E1901R010] ORGANIZZAZIONE AZIENDALE E DEI SERVIZI,1.3333333333333333
[E1901R007] PEDAGOGIA INTERCULTURALE,1.3333333333333333
[E1601N050] LE ORGANIZZAZIONI COMPLESSE,1.3333333333333333
[E1401A028] DIRITTO FALLIMENTARE,1.3333333333333333
[E1401A026] DIRITTO BANCARIO,1.3333333333333333
[E0201Q054] FARMACOLOGIA,1.3333333333333333
[A5810129] DIRITTO DELLA NAVIGAZIONE,1.3333333333333333
[A5810125] DIRITTO CIVILE (ILLECITO),1.3333333333333333
[E2001R002] LINGUISTICA ITALIANA,1.328358208955224
[E1601N003] DIRITTO PRIVATO,1.3255813953488371
[E3501Q051] ALGEBRA LINEARE E GEOMETRIA,1.325
[E1501N014] ECONOMIA DEL TURISMO,1.3243243243243243
[E0201Q004] CHIMICA GENERALE ED INORGANICA,1.3235294117647058
[E2401P010] PSICOLOGIA DELLO SVILUPPO,1.3214285714285714
[H4101D006] CHIMICA BIOLOGICA E BIOLOGIA MOLECOLARE,1.3181818181818181
[G8501R040] PEDAGOGIA SPECIALE CON LABORATORI,1.3157894736842106
[F0601Q050] METODOLOGIE BIOCHIMICHE,1.3157894736842106
[E3002Q008] FISIOLOGIA GENERALE ED OCULARE,1.3157894736842106
[E1401A086] ELEMENTI DI DIRITTO PROCESSUALE CIVILE,1.3157894736842106
[E0201Q055] COMPOSTI ORGANICI DI INTERESSE MERCEOLOGICO,1.3157894736842106
[E1901R014] LETTERATURA ITALIANA CONTEMPORANEA,1.314516129032258
[E1501N079] ELEMENTI DI ECONOMIA,1.3142857142857143
[F0901D034] LA GENETICA NELLA PRATICA CLINICA,1.3125
[E3901N006] ANTROPOLOGIA CULTURALE,1.3125
[E3301M191] MICROECONOMIA E STORIA ECONOMICA,1.3125
[E2701Q012] LABORATORIO DI CHIMICA ANALITICA STRUMENTALE,1.3125
[E1801M044] DIRITTO PUBBLICO COMUNITARIO,1.3125
[E1601N008] FONDAMENTI DI ORGANIZZAZIONE,1.3125
[E1601N002] ISTITUZIONI DI DIRITTO PUBBLICO,1.3125
[E1501N080] MARKETING,1.3125
[E3301M218] ABILITÀ INFORMATICHE,1.309090909090909
[I0102D013] MEDICINA PERINATALE,1.3076923076923077
[F5401Q018] CHEMIOMETRIA,1.3076923076923077
[F4901N001] INGLESE PER IL TURISMO,1.3076923076923077
[F0901D039] BIOTECHNOLOGY APPLICATIONS IN THERAPY,1.3076923076923077
[E2004P006] STATISTICA PER LA RICERCA SOCIALE,1.3076923076923077
[E1901R013] ISTITUZIONI DI LINGUISTICA,1.3076923076923077
[E1802M119] METODI STATISTICI PER L'AMMINISTRAZIONE DELLE IMPRESE,1.3066666666666666
[F5101P137] NORMALITA' E PATOLOGIA NELLE RELAZIONI FAMILIARI,1.3043478260869565
[E4101B009] ANALISI MATEMATICA II,1.3043478260869565
[E1901R004] ANTROPOLOGIA CULTURALE,1.3026315789473684
[E4001N050] ISTITUZIONI DI DIRITTO PUBBLICO,1.3018867924528301
[E1803M057] LINGUA - INGLESE,1.3010752688172043
[H4101D003] INFORMATICA DI BASE,1.3
[F8203B005] ELEMENTI DI BIOLOGIA,1.3
[F5104P010] PSICHIATRIA E NEUROPSICHIATRIA INFANTILE,1.3
[F5103P010] FATTORI EMOTIVI E RELAZIONALI DELL'APPRENDIMENTO,1.3
[E2004P029] PSICOLOGIA DEL COMPORTAMENTO ECONOMICO E DEI CONSUMI,1.3
[E4001N068] SOCIOLOGIA DEL LINGUAGGIO,1.297872340425532
[E3301M021] ABILITÀ INFORMATICHE PREPARAZIONE TESI,1.2972972972972974
[E1901R082] PSICOLOGIA DELLA DISABILITA' E DELL'INTEGRAZIONE,1.2972972972972974
[E3501Q065] FISICA I,1.2962962962962963
[F0802Q039] BIOLOGIA MOLECOLARE APPLICATA,1.2941176470588236
[E4101B007] MICROECONOMIA,1.2941176470588236
[E3001Q036] FISICA I,1.2926829268292683
[I0101D018] SCIENZE UMANE E STORIA DELLA MEDICINA,1.2916666666666667
[F8204B005] MICROECONOMIA M,1.2916666666666667
[F7702M046] DIRITTO DELLE COMUNICAZIONI,1.2916666666666667
[F5102P005] PSICOLOGIA DEL PENSIERO E DEI PROCESSI DECISIONALI: CORSO AVANZATO,1.2916666666666667
[E2001R001] LETTERATURA ITALIANA CONTEMPORANEA,1.2903225806451613
[E2001R029] GEOGRAFIA CULTURALE **,1.2894736842105263
[E1801M005] ECONOMIA POLITICA,1.2881355932203389
[E2401P008] PSICOLOGIA FISIOLOGICA,1.2869565217391303
[I0202D121] BASI DEL MOVIMENTO,1.2857142857142858
[I0101D017] ASSISTENZA INFERMIERISTICA IN AREA CRITICA,1.2857142857142858
[H4101D034] URGENZE ED EMERGENZE MEDICO CHIRURGICHE,1.2857142857142858
[F8801N041] GOVERNANCE E SISTEMI LOCALI DI WELFARE,1.2857142857142858
[F5401Q034] CHIMICA MACROMOLECOLARE,1.2857142857142858
[F5104P012] NEUROLINGUISTICA,1.2857142857142858
[F5103P072] TECNICHE STATISTICHE PER L'ANALISI DEL CAMBIAMENTO,1.2857142857142858
[F5101P121] NEUROPSICOLOGIA DELLO SVILUPPO,1.2857142857142858
[F1601M064] ADVANCED DERIVATIVES,1.2857142857142858
[F1601M052] CORPORATE FINANCE,1.2857142857142858
[F0802Q058] INGEGNERIA METABOLICA E BIOPROCESSI DI NUOVA GENERAZIONE,1.2857142857142858
[F0802Q047] BIOCHIMICA INDUSTRIALE,1.2857142857142858
[E4101B037] ANALISI STATISTICA MULTIVARIATA,1.2857142857142858
[E4101B016] SERIE STORICHE ECONOMICHE,1.2857142857142858
[E3301M190] ECONOMIA DEL MERCATO MOBILIARE,1.2857142857142858
[E2001R058] LINGUA GIAPPONESE I,1.2857142857142858
[E1501N082] ARCHEOLOGIA,1.2857142857142858
[A5810030] DIRITTO ECCLESIASTICO,1.2857142857142858
[E4001N009] DEMOGRAFIA,1.2815533980582525
[F5104P001] ANALISI MULTIVARIATA DEI DATI,1.28125
[E4001N047] SOCIOLOGIA 2,1.2810457516339868
[F5102P012] COMUNICAZIONE NELLE ORGANIZZAZIONE E COMUNICAZIONE SOCIALE,1.28
[E3401Q040] GEOGRAFIA FISICA,1.28
[G8501R011] LETTERATURA ITALIANA CON LABORATORIO,1.2790697674418605
[E2401P012] PSICOLOGIA DEL LAVORO E DELLE ORGANIZZAZIONI,1.2785714285714285
[F7701M076] COMMUNICATION MANAGEMENT,1.2777777777777777
[E2702Q003] FISICA I,1.2777777777777777
[E1901R080] PEDAGOGIA DEL GIOCO,1.2777777777777777
[E0201Q060] FERMENTAZIONI E BIOPROCESSI MICROBICI,1.2777777777777777
[E0201Q049] BIOCHIMICA,1.2777777777777777
[A5810055] DIRITTO DI FAMIGLIA,1.2777777777777777
[E1801M041] ISTITUZIONI E STORIA DELL'ECONOMIA,1.2765957446808511
[G8501R009] SOCIOLOGIA DELL'EDUCAZIONE,1.2758620689655173
[E1901R077] SOCIOLOGIA GENERALE,1.2758620689655173
[E1802M118] METODI MATEMATICI,1.2758620689655173
[E2401P103] PSICOPATOLOGIA GENERALE,1.2745098039215685
[F5701R019] PEDAGOGIA INTERCULTURALE E DELLA COOP.,1.2727272727272727
[E0201Q012] ECONOMIA AZIENDALE,1.2727272727272727
[F7701M077] DIRITTO PENALE DELL'ECONOMIA,1.2702702702702702
[G8501R001] PEDAGOGIA GENERALE CON LABORATORIO,1.2692307692307692
[E3001Q042] FISICA II,1.2692307692307692
[E1501N065] ECONOMIA CULTURALE E AMBIENTALE,1.2686567164179106
[E2001R037] LINGUISTICA GENERALE,1.267605633802817
[F9201P203] WEB MARKETING,1.2666666666666666
[F5701R006] ORGANIZZAZIONE E GESTIONE DELLE RISORSE UMANE,1.2666666666666666
[E2001R040] ISTITUZIONI DI CULTURA GIAPPONESE,1.2666666666666666
[G8501R022] LABORATORIO DI LINGUA INGLESE III,1.263157894736842
[E3401Q055] GEOLOGIA STRUTTURALE,1.263157894736842
[E1901R109] CLINICA DELLA FORMAZIONE,1.2622950819672132
[E3101Q128] RICERCA OPERATIVA E PIANIFICAZIONE DELLE RISORSE,1.2608695652173914
[I0201D101] CINESIOLOGIA,1.2592592592592593
[F7701M070] ULTERIORI CONOSCENZE LINGUISTICHE PER LE SCIENZE ECONOMICO AZIENDALI I - INGLESE,1.2592592592592593
[E1802M123] TECNICA PROFESSIONALE,1.2592592592592593
[G8501R017] FISICA E DIDATTICA DELLA FISICA CON LABORATORIO,1.2574257425742574
[I0101D025] METODOLOGIA CLINICA INFERMIERISTICA 2,1.2564102564102564
[H4101D013] SEMEIOTICA E SISTEMATICA 1,1.2535211267605635
[I0301D015] SANITA' PUBBLICA E MANAGEMENT SANITARIO,1.25
[G8501R029] PSICOLOGIA DELLE DISABILITA' E DELL'INTEGRAZIONE,1.25
[F9201P039] DATA WAREHOUSE,1.25
[F8501R024] FILOSOFIA DELLA MENTE E TEORIA DEGLI AFFETTI,1.25
[F8203B008] STATISTICAL MODELS IN EPIDEMIOLOGY,1.25
[F7601M061] ORGANIZZAZIONE E CONTROLLO DELLE AZIENDE,1.25
[F7502Q005] PHYSICS OF THE SEA,1.25
[F7502Q004] BIODIVERSITY AND MARINE ECOLOGY,1.25
[F7501Q089] ECOLOGIA E GESTIONE DELLE ACQUE INTERNE,1.25
[F7501Q084] CAMBIAMENTI CLIMATICI,1.25
[F7501Q076] ECONOMIA DELL?AMBIENTE E DELL?ENERGIA,1.25
[F7501Q003] GEOLOGIA AMBIENTALE,1.25
[F7401Q055] GEOTECNICA APPLICATA,1.25
[F5103P065] PSICOLOGIA SOCIALE DEI CONTESTI EDUCATIVI,1.25
[F5103P062] ECOLOGIA DELLO SVILUPPO,1.25
[F5102P003] METODOLOGIE QUALITATIVE,1.25
[F1801Q104] DATA ANALYTICS,1.25
[F1701Q083] TERMODINAMICA STATISTICA COMPUTAZIONALE DEI SOLIDI,1.25
[F0601Q069] ONCOLOGIA MOLECOLARE E CELLULARE,1.25
[E4102B043] PIANO DEGLI ESPERIMENTI,1.25
[E3301M154] DIRITTO DEI MERCATI FINANZIARI,1.25
[E3201Q082] FISIOLOGIA VEGETALE,1.25
[E3002Q002] ISTITUZIONI DI MATEMATICA II,1.25
[E2702Q004] FISICA II,1.25
[E2701Q040] CHIMICA FISICA DEI MATERIALI,1.25
[E2401P117] PSICOLOGIA DELL'EDUCAZIONE E DEI PROCESSI DI APPRENDIMENTO,1.25
[E2001R051] LINGUA ARABA I,1.25
[E2001R027] ANTROPOLOGIA DELLA CONTEMPORANEITÀ,1.25
[E1401A081] DIRITTO SINDACALE,1.25
[E1301Q066] BIOLOGIA MOLECOLARE,1.25
[E1301Q061] ECOFISIOLOGIA VEGETALE,1.25
[E0201Q051] IMMUNOLOGIA,1.25
[A5810109] DIRITTO PENALE DELL'INFORMATICA,1.25
[A5810054] DIRITTO DELLE SUCCESSIONI,1.25
[A5810052] DIRITTO DELL'ARBITRATO INTERNO E INTERNAZIONALE,1.25
[H4101D018] SEMEIOTICA E SISTEMATICA 3,1.2459016393442623
[E1801M046] STATISTICA PER IL MARKETING,1.2448979591836735
[F7701M105] L'ATTIVITA' DEI CONTROLLI LEGALI,1.2413793103448276
[E0201Q050] METODOLOGIE BIOCHIMICHE E TECNOLOGIE BIOMOLECOLARI,1.2413793103448276
[G8501R015] LABORATORIO DI LINGUA INGLESE II,1.2380952380952381
[E1802M122] ORGANIZZAZIONE E CONTROLLO AZIENDALE,1.2380952380952381
[E1401A010] DIRITTO AMMINISTRATIVO,1.2380952380952381
[E1901R009] PEDAGOGIA DELL'INFANZIA,1.2372881355932204
[E1901R002] FILOSOFIA DELL'EDUCAZIONE,1.2371134020618557
[I0202D101] CINESIOLOGIA,1.2352941176470589
[I0102D001] SCIENZE BIOMEDICHE 1,1.2352941176470589
[E1501N001] DIRITTO DEL TURISMO,1.2328767123287672
[F8501R011] CONSULENZA NEL DISAGIO EDUCATIVO: TEORIE E PRATICHE,1.2307692307692308
[F7701M092] METODI QUANTITATIVI PER L'AUDITING E IL CONTROLLO,1.2307692307692308
[E2004P009] PSICOLINGUISTICA,1.2307692307692308
[E1501N011] SOCIOLOGIA DEL TERRITORIO,1.2307692307692308
[E1501N007] LINGUA E TRADUZIONE INGLESE,1.2307692307692308
[E0201Q068] GENETICA,1.2307692307692308
